_id,author,date,section,sub_title,text,title,url 
[36],Diario do Centro do Mundo,01-04-2019 07:49:41+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,,VÍDEO: Familiares gritam nomes e exibem cartazes com rostos em marcha contra a ditadura em SP,https://www.diariodocentrodomundo.com.br/video-familiares-gritam-nomes-e-exibem-cartazes-com-rostos-em-marcha-contra-a-ditadura-em-sp/
[37],Kiko Nogueira,05-04-2019 07:11:51+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"Os Bolsonaros conseguiram.,Basem Naim é chefe do Conselho de Relações Internacionais de Gaza, ex-ministro da Saúde da Palestina e membro do Hamas.,Numa série de tuítes, Naim detonou Jair Bolsonaro e o filho Flávio por causa do apoio cego a Israel explicitado na desastrosa visita.,Usou a postagem estúpida de Flávio nas redes sociais.,“Quero que vocês se EXPLODAM!!!”, escreveu o Zero 1 sobre o Hamas. Apagou a provocação em seguida.,Diz Basem Naim:, ",Membro do Hamas detona Bolsonaro e postagem de Flávio: “extremistas” com “políticas perigosas”,https://www.diariodocentrodomundo.com.br/membro-do-hamas-detona-bolsonaro-e-postagem-de-flavio-extremistas-com-politicas-perigosas/
[38],Diario do Centro do Mundo,21-02-2019 16:24:35+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"A novela da tentativa de acordo para indenizar os familiares e vítimas do incêndio no Centro de Treinamento do Flamengo, no Ninho do Urubu, no Rio de Janeiro, ganhou mais um capítulo, na quarta feira, 20, com a decisão do Ministério Público estadual de pedir a interdição imediata do local e o bloqueio de R$ 57,5 milhões das conta do rubro negro carioca.,Na petição, encaminhada ao Juizado Adjunto do Torcedor e dos Grandes Evento, o MP aponta “a omissão do clube, aliada ao grave acidente ocorrido, demonstra um desrespeito reiterado às determinações de interdição das referidas instalações.”,Como se sabe, no incêndio ocorrido no dia 8 de fevereiro, morreram dez jogadores da base do Flamengo, alojados no CT que não contava com alvará de funcionamento emitido pelo Corpo de Bombeiros.,O pedido de bloqueio judicial das contas do clube, uma salvaguarda das autoridades para o ressarcimento das indenizações devidas aos familiares dos atletas vitimados no incêndio, é uma decorrência do impasse nas negociações com a diretoria do Flamengo quanto aos valores devidos.,A diferença entre a proposta apresentada pela Câmara de Conciliação, formada pelo MP-RJ, Defensoria Pública e Ministério Público do Trabalho e a do Flamengo é abissal.,A Câmara de Conciliação propôs o pagamento de R$ 2 milhões para cada família, além de uma pensão mensal de R$10 mil, até a data em que as vítimas completassem 45 anos. Já o clube ofereceu um pagamento imediato entre R$ 300 mil e R$ 400 mil por atleta e um auxílio equivalente a um salário mínimo por mês, durante 10 anos.,Na ponta do lápis, a proposta da Câmara totalizaria, a grosso modo, R$ 56 milhões ao longo dos próximos 30 anos, já que os jogadores falecidos estavam na faixa etária dos 15 anos por ocasião ao incêndio. Por seu turno, a do Flamengo, soma algo em torno de R$ R$ 5,2 milhões, menos de 10% da apresentada pelas autoridades.,À primeira vista, enquanto o oferecido pelo Flamengo beira a mesquinharia, diante da dimensão da tragédia, a da Câmara pode parecer excessiva, como se tivesse sido elaborada por um punhado de vascaínos, botafoguenses e tricolores para inviabilizar o time de futebol mais popular do País.,Mas não é. Por mais que os valores sugeridos pela Câmara de Conciliação sejam elevados, eles são perfeitamente suportáveis pelo clube, cuja fatia de responsabilidade pela tragédia não é desprezível.,Dono do maior orçamento do futebol brasileiro, com uma previsão de receita bruta de R$ 765 milhões, em 2019( o segundo é o Palmeiras, com R$ 591 milhões), o Flamengo é uma máquina de fazer dinheiro.,Dessa quantia, a previsão oficial é de que nada menos de R$ 236 milhões deverão ter origem na transferência de jogadores, a maior parte deles formados nas categorias de base.,É o caso, por exemplo, de craques como Lucas Paquetá, vendido ao italiano Milan, de Turim, por R$ 150 milhões. Paquetá repete a trajetória do jovem Vinicius, que custou ao espanhol Real Madrid R$ 165 milhões, no ano passado.,Em contrapartida, o custo das categorias de base, beira o ridículo diante das receitas geradas nas vendas de jogadores e na comparação com o desembolsado por outros clubes de primeira linha.,Como mostra uma reportagem do Estado de S. Paulo, na temporada de 2017, esse custo atingiu um total de R$ 23,8 milhões, de acordo com o balanço do Flamengo, menos da metade dos R$ 48,6 milhões investidos pelo Corinthians com sua base.,Portanto, dinheiro para mitigar o sofrimento das famílias de seus jovens talentos, cujas mortes significam o fim do sonho de uma vida melhor, não falta.,Abre a mão, Mengão.",Vergonha: o milionário Flamengo pechincha na indenização das famílias de seus jogadores. Por Miguel Enriquez,https://www.diariodocentrodomundo.com.br/vergonha-o-milionario-flamengo-pechincha-na-indenizacao-das-familias-de-seus-jogadores-por-miguel-enriquez/
[39],Erika K Nakamura,25-03-2019 15:35:38+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"A apresentadora Fátima Bernardes surpreendeu a cantora e drag queen Pabllo Vittar com um questionamento sobre fé no Encontro desta segunda-feira (25), publicou a ,“Você já viveu alguma situação que já pensou se foi Deus que te ajudou naquele momento?”, perguntou.,“Fátima, todos os dias eu penso o que tá acontecendo na minha vida, as coisas boas que acontecem… eu tenho certeza que tem uma energia muito positiva que rege a nossa vida na Terrra… que possibilita que a gente acorde, que a gente deite e que nada de ruim aconteça com a gente. Eu entrego minha vida, minha alma para Deus, eu sou cristã, acredito muito. Mas acredito também que a gente não dá conta, jogar energia positiva”, disse.,Segundo a cantora pop, mesmo as coisas ruins muitas vezes acontecem como parte de algo maior.,“Eu sou feliz com tudo, se acontece algo de ruim eu tento aprender com aquilo”, disse.","No programa Encontro da Globo, Fátima Bernardes surpreende ao questionar crenças de Pabllo Vittar",https://www.diariodocentrodomundo.com.br/no-programa-encontro-da-globo-fatima-bernardes-surpreende-ao-questionar-crencas-de-pabllo-vittar/
[40],Diario do Centro do Mundo,04-04-2019 19:20:44+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"Mais de 30 personalidades italianas, entre intelectuais, juristas, políticos e sindicalistas, se manifestaram nesta quinta-feira (4) em Roma pela liberdade do ex-presidente brasileiro, Luiz Inácio Lula da Silva, há quase um ano preso em Curitiba. A manifestação, organizada pelo Comitê Internacional Lula Livre, contou com a participação de Gilberto Carvalho, ex-ministro-chefe da Secretaria-Geral da Presidência da República do Brasil, entre 2011 e 2015, durante o governo de Dilma Rousseff.,O evento ocorreu na sede da CGIL (Confederação Geral Italiana do Trabalho) o maior sindicato da Itália, com mais de 5,5 milhões de inscritos. Cerca de 200 pessoas, entre brasileiros e italianos, lotaram o auditório. Na abertura foi projetado um breve vídeo contando a história do ex-presidente brasileiro. Em seguida foi lida uma carta que Lula enviou ao Comitê Internacional Lula Livre.,“Esses moralistas sem moral agora têm posições e poder dentro do novo governo, que foi eleito apenas porque impediram minha candidatura. Mas quem está na prisão é Lula, que nunca possuiu um apartamento ou terreno, que nunca assinou contratos com a Petrobras, que nunca teve contas secretas como as da fundação que agora está em aberto” dizia um trecho da carta.,A sindicalista Susanna Camusso, ex-secretária geral da CGIL e atual responsável pelas relações internacionais do organismo, abriu o evento. “Estivemos em Curitiba no acampamento na frente da prisão de Lula. Queremos Lula livre protestando contra o uso da Justiça para legitimar um golpe de Estado e para impedir o retorno de regimes fascistas” disse Camusso.,Em seguida, Gilberto Carvalho leu o seu discurso em italiano. Além de reivindicar o reconhecimento da inocência de Lula e ressaltar os resultados do ex-presidente no combate à miséria no Brasil, o ex-ministro fez autocrítica dos governos liderados pelo Partido dos Trabalhadores (PT).,“Cometemos graves erros, não foi suficiente a inclusão de 40 milhões de brasileiros na cultura e na política, deixamos as armas aos inimigos. Falimos também quando caímos na lógica da política institucional burocrática e erros da corrupção”, disse Gilberto Carvalho. O ex-ministro acusou também a imprensa de cumplicidade na campanha de desmoralização de Lula e o que qualificou de ilegítima condenação do ex-presidente pelo crime de corrupção.,“Quem foi preso não foi só Lula e sim um projeto de inclusão social. Temos que unir o grito pela liberdade de Lula ao grito contra a reforma criminal da previdência” concluiu Carvalho.,No evento foi projetado um vídeo com a mensagem do diretor geral da FAO, José Graziano da Silva, agradecendo os projetos de Lula para combater a fome, que foram implantados com sucesso na África.,Vagner Freitas, presidente da CUT (Central Única dos Trabalhadores) também enviou um vídeo com sua mensagem pela liberdade de Lula. Ele criticou a Reforma da Previdência e falou da greve geral que está sendo programada no Brasil. “Não é só no Brasil que existe a precarização dos trabalhadores, na Itália também” disse Freitas.,Massimo D’Alema, ex-primeiro-ministro italiano e amigo pessoal de Lula, e Roberto Vecchi, professor da Universidade de Bolonha especializado em cultura brasileira, afirmou que a prisão de Lula representa um perigo para a democracia brasileira e internacional.",Personalidades italianas pedem liberdade para ex-presidente Lula em Roma. Por Gina Marques,https://www.diariodocentrodomundo.com.br/personalidades-italianas-pedem-liberdade-para-ex-presidente-lula-em-roma-por-gina-marques/
[41],Nathalí Macedo,21-02-2019 16:38:46+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,,VÍDEO – A história da baiana torturada e abusada durante oito anos pelo padrasto. Por Nathalí Macedo,https://www.diariodocentrodomundo.com.br/video-a-historia-da-baiana-torturada-e-abusada-durante-oito-anos-pelo-padrasto-por-nathali-macedo/
[42],Erika K Nakamura,24-03-2019 10:10:19+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"Claudia Rodrigues foi transferida para a UTI do Hospital Albert Einstein, em São Paulo, na noite deste sábado (23). A informação foi confirmada pela empresária Adriana Bonato ao ,A atriz de 47 anos estava internada desde a última quarta-feira (20) na Clínica São Vicente, zona sul do Rio de Janeiro.,No Facebook, o perfil oficial de Claudia Rodrigues administrador por Adriana pediu uma corrente de orações diante da gravidade do caso.","Atriz Claudia Rodrigues é transferida para a UTI do Hospital Albert Einstein, em SP",https://www.diariodocentrodomundo.com.br/atriz-claudia-rodrigues-e-transferida-para-a-uti-do-hospital-albert-einstein-em-sp/
[43],Diario do Centro do Mundo,31-03-2019 20:49:38+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"O Palácio do Planalto usou hoje os meios de comunicação oficiais para divulgar um vídeo elogiando o golpe militar de 1964. Não chegou a ser uma surpresa, depois da determinação do presidente Jair Bolsonaro de que comandos militares relembrassem a data. Apesar disso – ou talvez por isso -, acho que quem ganhou o dia foi a verdade. Claramente, venceram os que protestaram contra a ditadura.,Nas redes sociais, uma profusão de depoimentos e vídeos, muitos deles emocionantes e bem feitos, falaram dos anos de chumbo, da tortura, da censura, dos desaparecidos. Nas ruas de diversas cidades, manifestações. Na mídia, ampla cobertura, inclusive sobre as decisões judiciais de proibir e depois liberar comemorações militares do golpe – que, aliás, não deram o ar de sua graça neste domingo.,Na orla do Rio, um avião com uma faixa preta simbolizou tudo: Ditadura Nunca Mais. Neste momento, Bolsonaro estava em Israel, celebrando um casamento de gosto duvidoso com Bibi Netanyahu. Não vi ninguém comemorar o 31 de março, nem contar às crianças sua história.,Na orla do Rio, um avião com uma faixa preta simbolizou tudo: Ditadura Nunca Mais. Neste momento, Bolsonaro estava em Israel, celebrando um casamento de gosto duvidoso com Bibi Netanyahu. Não vi ninguém comemorar o 31 de março, nem contar às crianças sua história.,Fiquei com a sensação de que, mais uma vez, o governo Bolsonaro deu um tiro no pé, lembrando a data e dando oportunidade a muita gente de conhecer melhor essa história triste. Não passarão.",A vitória do Abaixo a Ditadura. Por Helena Chagas,https://www.diariodocentrodomundo.com.br/a-vitoria-do-abaixo-a-ditadura-por-helena-chagas/
[44],Diario do Centro do Mundo,21-02-2019 16:42:18+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"“As mulheres serão as mais prejudicadas com a reforma da Previdência se a proposta apresentada nesta quarta-feira (20) por Jair Bolsonaro (PSL/RJ) for aprovada pelo Congresso Nacional.” A afirmação é da professora de Economia e Relações do Trabalho do Centro de Estudos Sindicais e de Economia do Trabalho da Universidade Estadual de Campinas (Cesit-Unicamp) Marilane Teixeira.,Pelas regras atuais, explica a professora, uma mulher de 55 anos e com 25 anos de contribuição teria de trabalhar mais cinco anos para se aposentar por idade e conseguir receber o benefício integral. Ou seja, estaria aposentada aos 60 anos e com 30 anos de contribuição.,Já pelas regras de transição propostas por Bolsonaro, que quer implementar a idade mínima de 62 anos para as mulheres, essa mesma mulher terá de trabalhar mais sete anos (55+7 = 62) para se aposentar por idade. Ainda assim, ela só chegaria a 32 anos de contribuição (25+7 = 32) e não se aposentaria com o benefício integral, que, pelas novas regras, vai exigir, no mínimo, 40 anos de contribuição.,Dessa forma, o benefício será de apenas 60% a quem atingir 20 anos de contribuição e sobe 2% por ano de contribuição que exceder esse tempo mínimo exigido na proposta de reforma, até chegar a 100% com 40 anos de contribuição.,No caso da trabalhadora, a conta resultaria em um benefício de apenas 84% do valor a que ela teria direito pela regra atual. Ou seja, 60% correspondentes aos 20 anos mais 24% referentes aos 12 anos a mais que ela contribuiu para poder se aposentar aos 62 anos de idade.,“A mulher na faixa etária dos 55 anos ou menos será a mais prejudicada. Se ela quiser se aposentar com benefício integral, terá de trabalhar mais sete anos e continuar a contribuir por mais dez. Ou seja, somente aos 70 anos de idade ela se aposentaria com salário integral”, afirma Marilane Teixeira.,Já para um homem com 30 anos de contribuição e 60 anos de idade, pelas regras atuais, faltam os mesmos cinco anos para se aposentar por idade e tempo de contribuição. Ou seja, ele se aposenta aos 65 anos de idade e 35 de contribuição com benefício integral.,Pelas mudanças feitas por Bolsonaro, esse homem para se aposentar com o benefício integral terá de trabalhar somente mais cinco anos para somar os 40 anos obrigatórios, já que as regras de idade não mudaram para ele.,“As mulheres abaixo de 56 anos serão as mais prejudicadas com a reforma da Previdência de Bolsonaro. Ao longo da vida, elas já são as que se aposentam por idade porque não conseguem atingir o tempo de contribuição mínimo que hoje é de 15 anos, imagine agora com a exigência de 20”, critica a economista.",Proposta de Bolsonaro para a Previdência prejudica mais mulheres do que os homens,https://www.diariodocentrodomundo.com.br/proposta-de-bolsonaro-para-a-previdencia-prejudica-mais-mulheres-do-que-os-homens/
[45],Kiko Nogueira,03-04-2019 21:21:40+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"Foi eleito por uma facada.,Portanto, tem de ser destruído.",“Abacaxi”: Bolsonaro resumiu seu desprezo pelo país e o vôo cego em que nos meteu. Por Kiko Nogueira,https://www.diariodocentrodomundo.com.br/abacaxi-bolsonaro-resumiu-seu-desprezo-pelo-pais-e-o-voo-cego-em-que-nos-meteu-por-kiko-nogueira/
[46],Erika K Nakamura,25-03-2019 10:47:53+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"A grade da Globo ainda não está 100% definida, mas uma coisa parece clara: Fernanda Gentil não vai estrear este semestre, informa Ricardo Feltrin, no ,.,Pode não parecer, mas esse “problema” do programa de Gentil atrapalhou bastante a Globo, que contava com essa mistura de variedades e jornalismo.,Na emissora fontes de Feltrin já veem inclusive possibilidade de o programa nem sequer estrear este ano.,Aparentemente a nova atração –uma mistura de formatos–, não teve o resultado esperado. Como esta coluna antecipou, a expectativa era de um programa diário, que “engoliria” o “Bem-Estar”.,Entre as possibilidades em estudo na Globo estava a entrada de Gentil entrar nas manhãs da emissora, com Fátima sendo transferida para as tardes com um programa 100% remodelado.,Até lá, permanece como está.","Com estreia de Fernanda Gentil adiada, programa Encontro com Fátima Bernardes tem sobrevida nas manhãs da Globo",https://www.diariodocentrodomundo.com.br/com-estreia-de-fernanda-gentil-adiada-programa-encontro-com-fatima-bernardes-tem-sobrevida-nas-manhas-da-globo/
[47],Erika K Nakamura,25-03-2019 10:37:40+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"Silvio Santos aparentemente não esqueceu o ‘climão’ que teve com Claudia Leitte durante o Teleton, quando fez um comentário indelicado para a cantora. Na noite de domingo (24), durante o Jogo das 3 Pistas, o apresentador voltou a alfinetar a cantora, informa a ,O ‘patrão’ comandava a brincadeira com os convidados Mamma Bruschetta e o cantor Falcão quando começou a ler a ficha com pistas sobre uma artista. “Artista que tira da vaga com duas sílabas… Leite. Artista que faz show… Ela faz show e enche o saco… Claudia Leitte”, disse Silvio, provocando risadas.","No SBT, Silvio Santos alfineta Claudia Leitte : “Faz show e enche o saco”",https://www.diariodocentrodomundo.com.br/no-sbt-silvio-santos-alfineta-claudia-leitte-faz-show-e-enche-o-saco/
[48],Pedro Zambarda de Araujo,21-02-2019 20:08:24+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,,"VÍDEO – Formatura da PUC-SP tem Lula Livre, vaias e discurso de Bandeira de Mello",https://www.diariodocentrodomundo.com.br/video-formatura-da-puc-sp-tem-lula-livre-vaias-e-discurso-de-bandeira-de-mello/
[49],Larissa Bernardes,03-04-2019 21:28:04+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,,"VÍDEO: “Tchutchuca é a mãe, tchutchuca é a avó!”, diz Paulo Guedes a Zeca Dirceu",https://www.diariodocentrodomundo.com.br/video-tchutchuca-e-a-mae-tchutchuca-e-a-avo-diz-paulo-guedes-a-zeca-dirceu/
[50],Pedro Zambarda de Araujo,25-03-2019 12:08:33+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,,DCM Ao Meio Dia – Covardes que agrediram Dilma são os mesmos que aplaudiram incêndio na Favela,https://www.diariodocentrodomundo.com.br/dcm-ao-meio-dia-covardes-que-agrediram-dilma-sao-os-mesmos-que-aplaudiram-incendio-na-favela/
[51],Mauro Donato,25-03-2019 10:22:49+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,"Mantendo o nível ‘algazarra no recreio da escola’, os atuais governantes da ‘nova política’ permanecem oferendo espetáculos deprimentes. Neste final de semana foi a vez de Joice Hasselmann e Kim Kataguiri.,O menino Power Ranger postou em seu Twitter as incoerências que vê no partido do presidente Jair Bolsonaro. Afirmou que o PSL anteriormente bajulava Maia e que agora acusa-o de ser mais um espécime da ‘velha política’.,Joice então subiu nos tamancos e rebateu. Chamou Kim de oportunista, afirmou que ele faltava com a verdade e cobrou honestidade.,Facilitou a réplica para o deputado que surgiu do MBL, afinal Joice tem telhado de vidro.,“Tem de ser muito cara de pau para falar em oportunismo. (Você) dizia que Maia era o demônio na terra, o arqui-inimigo da Lava-jato, o símbolo-mor da corrupção. Depois de eleita passou a ser Maia desde criancinha. Tenha dó. Quer seguir o Carluxo e afundar o governo no Twitter também?”,Na tréplica Joice foi Joice. Chamou Kim de moleque e desfiou um rosário de frases sarcásticas, concluindo com: “Pega a chupeta e vai nanar, neném. Deixa os adultos trabalharem”.,Joice Hasselmann é arroz de festa nos bate-bocas do governo da Nova Era. Já se desentendeu com todo mundo, nem Eduardo Bolsonaro escapou. Adora chamar a todos de ‘moleque’. Não raramente é classificada de ‘louca’ pelos desafetos.,Independentemente da criação recebida desde o berço pelos novos titulares, a verdade é que Bolsonaro levou a reboque um bando de amadores, despreparados para lidar com o contraditório e sem nenhuma bússola em mãos.,Jair Bolsonaro tem 200% de culpa nisso.,Com seu discurso patético – eficiente apenas durante campanha – de ser um representante contrário à ‘velha política’, o presidente não consegue demonstrar qual é então a ‘nova política’ e é incapaz de formar uma base aliada.,O tema da briga entre Joice e Kim era a reforma da Previdência que a cada dia parece mais perto do túmulo e o governo não encontra nada melhor a fazer do que bater de frente com o presidente da Câmara dos Deputados, Rodrigo Maia.,Isso não é ‘nova política’, isso é burrice e escancara que o atual governo não sabe o significado do que é política.,Daí o que vemos são essas constantes lavações de roupa suja por meio de redes sociais, que nada trazem em termos de solução. Joice é louca e Kim é moleque? Sim, e daí, qual a novidade? Que proposta qualquer um dos dois apresentou?,Esse desgoverno através de Twitter e afins tem consequências desastrosas.,O PSL de Jair Bolsonaro já ameaça pular do barco. O líder do partido na Câmara, Delegado Waldir, vai reunir a bancada na próxima quarta-feira e a intenção é pressionar o presidente. Com tantas caneladas diariamente que desgastam o governo em alta velocidade, a legenda já está se cansando de ter que defender o indefensável e ainda não receber nada em troca. Jair Bolsonaro possui jogo de cintura flexível como um barril de cimento. Alguém acredita que dará em boa coisa essa reunião?,Joice e Kim responderão em breve utilizando termos de baixo calão. Vamos aguardar.","“Pega a chupeta e vai nanar, neném”. O gabarito de Joice e Kataguiri surpreende alguém? Por Donato",https://www.diariodocentrodomundo.com.br/pega-a-chupeta-e-vai-nanar-nenem-o-gabarito-de-joice-e-kataguiri-surpreende-alguem-por-donato/
[52],Diario do Centro do Mundo,04-04-2019 17:42:22+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,,VÍDEO: Juca Kfouri  e o jurista Afrânio Silva Jardim visitam o ex-presidente Lula em Curitiba,https://www.diariodocentrodomundo.com.br/video-juca-kfouri-e-o-jurista-afranio-silva-jardim-visitam-o-ex-presidente-lula-em-curitiba/
[53],Pedro Zambarda de Araujo,03-04-2019 21:13:29+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,,Essencial do DCM – Lola Aronovich conta como lida com as ameaças de bolsonaristas nas redes e na vida real,https://www.diariodocentrodomundo.com.br/essencial-do-dcm-lola-aronovich-conta-como-lida-com-as-ameacas-de-bolsonaristas-nas-redes-e-na-vida-real/
[54],Larissa Bernardes,03-04-2019 22:42:25+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,,VÍDEO: deputada Sâmia Bonfim denuncia que foi agredida na CCJ,https://www.diariodocentrodomundo.com.br/video-deputada-samia-bonfim-denuncia-que-foi-agredida-na-ccj/
[55],Nathalí Macedo,05-04-2019 16:23:14+00:00,Not specified on page!,Noticias não tem subtitle no Diario do Centro do Mundo,,"VÍDEO – Guedes, as tchutchucas e a lacrada desnecessária de Manuela D’Ávila. Por Nathalí Macedo",https://www.diariodocentrodomundo.com.br/video-guedes-as-tchutchucas-e-a-lacrada-desnecessaria-de-manuela-davila-por-nathali-macedo/
